author,year,loc,spcd,common_name,sample_size,st_meand_bh,st_mind_bh,st_maxd_bh,lat,lon,prec,lat_lon_der,loc_desc,state
Bluhm_et_al_2007,,2203,351,,43,8.2,5.1,12.6,,,,,,
Bluhm_et_al_2007,,2205,351,,22,5.8,4.3,7.8,,,,,,
Bluhm_et_al_2007,,3203,351,,46,8.2,3.8,15,,,,,,
Bluhm_et_al_2007,,3205,351,,42,7.7,4.1,14.3,,,,,,
Bluhm_et_al_2007,,3206,351,,9,9.1,7.4,11.1,,,,,,
Bluhm_et_al_2007,,4102,351,,26,12.2,6.2,16.8,,,,,,
Bluhm_et_al_2007,,4201,351,,30,7.3,3.9,10.9,,,,,,
Bluhm_et_al_2007,,4202,351,,32,8.5,4.6,12.6,,,,,,
Bluhm_et_al_2007,,4203,351,,20,5.5,3.9,7,,,,,,
Bluhm_et_al_2007,,5203,351,,40,7.3,3.7,11.3,,,,,,
Bluhm_et_al_2007,,A,351,,24,6.5,0.7,15.8,,,,,,
Bluhm_et_al_2007,,Apiary,351,,9,6.5,5,9.4,,,,,,
Bluhm_et_al_2007,,B,351,,2,16.6,15.2,18.1,,,,,,
Bluhm_et_al_2007,,CH,351,,17,5,3.8,8.1,,,,,,
Bluhm_et_al_2007,,Centrali,351,,14,5.3,2.5,7.8,,,,,,
Bluhm_et_al_2007,,KM,351,,2,12.8,11,14.6,,,,,,
Bluhm_et_al_2007,,Olney,351,,9,8.9,7.1,11.6,,,,,,
Bluhm_et_al_2007,,SK,351,,1,3.8,3.8,3.8,,,,,,
BoiseTaper,,1,15,,25,15.6,2.3,30.9,,,,,,
BoiseTaper,,1,17,,9,10.6,7.2,21,,,,,,
BoiseTaper,,1,93,,34,14.9,3,33.2,,,,,,
BoiseTaper,,1,122,,50,15.9,3.4,36.4,,,,,,
BoiseTaper,,1,202,,43,13.8,3.3,29.2,,,,,,
BondLamberty2002,2002,3,71,tamarack (native),44,,,,58.9,-98.3,0,,,
BondLamberty2002,2002,3,95,black spruce,400,,,,58.9,-98.3,0,,,
BondLamberty2002,2002,3,105,jack pine,205,,,,58.9,-98.3,0,,,
BondLamberty2002,2002,3,375,paper birch,69,,,,58.9,-98.3,0,,,
BondLamberty2002,2002,3,746,quaking aspen,152,,,,58.9,-98.3,0,,,
BondLamberty2002,2002,3,920,willow spp.,73,,,,58.9,-98.3,0,,,
Boring_Swank,1980,1,901,black locust,8,7.5,4.2,12,35,-83.5,0,,Coweeta Watershed Franklin North Carolina,North carolina
Box,1967,1,131,loblolly pine,30,2.8,1.5,4.4,30.9,-90,0,,Township 2S Range 12E St Helena Meridian Washington Parish Louisiana,Louisiana
Bray_Dudkiewicz,1963,Dorset,746,quaking aspen,3,,,,45.2,-78.9,0.1,,3.2km south of the Dorset Ranger Station near Dorest Ontario Canada,NANA
Bray_Dudkiewicz,1963,Itasca State Park,746,quaking aspen,6,5.9,5.1,7,47.2,-95.2,0.1,,Itasca State Park (SW Sec. 20 T35N R 143) near Rap Rapides  Minnesota  USA,Minnesota
Bridge,1979,GS1,693,blackgum,1,3.2,3.2,3.2,41.5,-71.6,0,,Great Swamp 1 Plot 2 South Kingstown RI,Rhode island
Bridge,1979,GS1,802,white oak,10,5.3,3.4,9.8,41.5,-71.6,0,,Great Swamp 1 Plot 1 South Kingstown RI,Rhode island
Bridge,1979,GS1,833,northern red oak,3,3.9,3,4.8,41.5,-71.6,0,,Great Swamp 1 Plot 1 South Kingstown RI,Rhode island
Bridge,1979,GS1,837,black oak,17,8.2,5.8,10.5,41.5,-71.6,0,,Great Swamp 1 Plot 1 South Kingstown RI,Rhode island
Bridge,1979,GS2,316,red maple,15,6.2,3.4,10.2,41.5,-71.6,0,,Great Swamp 2 Plot 1 South Kingstown RI,Rhode island
Bridge,1979,GS2,802,white oak,11,7.2,3.3,10.2,41.5,-71.6,0,,Great Swamp 2 Plot 1 South Kingstown RI,Rhode island
Bridge,1979,GS2,837,black oak,4,4.4,2.9,6,41.5,-71.6,0,,Great Swamp 2 Plot 1 South Kingstown RI,Rhode island
Bridge,1979,GS2,931,sassafras,1,9.5,9.5,9.5,41.5,-71.6,0,,Great Swamp 2 Plot 1 South Kingstown RI,Rhode island
Bridge,1979,HT,316,red maple,7,4.8,3.2,8,41.5,-71.5,0,,Hazard Tract Plot 1 South Kingstown RI,Rhode island
Bridge,1979,HT,802,white oak,1,3.4,3.4,3.4,41.5,-71.5,0,,Hazard Tract Plot 2 South Kingstown RI,Rhode island
Bridge,1979,HT,806,scarlet oak,15,6.9,3.5,10.8,41.5,-71.5,0,,Hazard Tract Plot 1 South Kingstown RI,Rhode island
Bridge,1979,HT,833,northern red oak,2,6.8,5,8.5,41.5,-71.5,0,,Hazard Tract Plot 1 South Kingstown RI,Rhode island
Bridge,1979,HT,837,black oak,6,5.8,3.4,9,41.5,-71.5,0,,Hazard Tract Plot 1 South Kingstown RI,Rhode island
Briggs,1989,1,316,red maple,16,10,5.1,16.6,44,-74.2,0,,Essex County NY,New york
Briggs,1989,1,531,American beech,14,9.7,3.3,16.9,44,-74.2,0,,Essex County NY,New york
Brown,1978,1,122,ponderosa pine,7,24,18.2,31.3,47.2,-114.2,0,,Western Montana,Montana
Brown,1978,10,17,grand fir,3,1.4,0.7,2.1,47.6,-114.5,0,,Western Montana,Montana
Brown,1978,10,73,western larch,12,,,,47.6,-114.5,0,,Western Montana,Montana
Brown,1978,10,93,Engelmann spruce,1,0.6,0.6,0.6,47.6,-114.5,0,,Western Montana,Montana
Brown,1978,10,119,western white pine,1,0.3,0.3,0.3,47.6,-114.5,0,,Western Montana,Montana
Brown,1978,10,242,western redcedar,7,,,,47.6,-114.5,0,,Western Montana,Montana
Brown,1978,11,17,grand fir,5,16.1,6.5,20.4,47.7,-115.4,0,,Eastern Idaho,Montana
Brown,1978,11,202,Douglas-fir,2,12.6,12.1,13.1,47.7,-115.4,0,,Eastern Idaho,Montana
Brown,1978,11,242,western redcedar,1,15.5,15.5,15.5,47.7,-115.4,0,,Eastern Idaho,Montana
Brown,1978,12,119,western white pine,1,1.4,1.4,1.4,47.6,-115.2,0,,Eastern Idaho,Montana
Brown,1978,12,202,Douglas-fir,1,,,,47.6,-115.2,0,,Eastern Idaho,Montana
Brown,1978,12,263,western hemlock,23,,,,47.6,-115.2,0,,Eastern Idaho,Montana
Brown,1978,13,17,grand fir,6,,,,47.3,-115.2,0,,Eastern Idaho,Montana
Brown,1978,13,108,lodgepole pine,2,0.8,0.7,0.8,47.3,-115.2,0,,Eastern Idaho,Montana
Brown,1978,13,119,western white pine,6,3,0.4,7.4,47.3,-115.2,0,,Eastern Idaho,Montana
Brown,1978,13,122,ponderosa pine,3,1.8,0.7,3.2,47.3,-115.2,0,,Eastern Idaho,Montana
Brown,1978,13,242,western redcedar,1,2.1,2.1,2.1,47.3,-115.2,0,,Eastern Idaho,Montana
Brown,1978,13,263,western hemlock,5,,,,47.3,-115.2,0,,Eastern Idaho,Montana
Brown,1978,14,17,grand fir,2,,,,47.2,-114.9,0,,Eastern Idaho,Montana
Brown,1978,14,93,Engelmann spruce,1,0.8,0.8,0.8,47.2,-114.9,0,,Eastern Idaho,Montana
Brown,1978,14,119,western white pine,5,,,,47.2,-114.9,0,,Eastern Idaho,Montana
Brown,1978,14,242,western redcedar,4,,,,47.2,-114.9,0,,Eastern Idaho,Montana
Brown,1978,2,19,subalpine fir,1,9.1,9.1,9.1,47.3,-114.6,0,,Western Montana,Montana
Brown,1978,2,101,whitebark pine,19,,,,47.3,-114.6,0,,Western Montana,Montana
Brown,1978,2,122,ponderosa pine,9,,,,47.3,-114.6,0,,Western Montana,Montana
Brown,1978,2,202,Douglas-fir,2,,,,47.3,-114.6,0,,Western Montana,Montana
Brown,1978,3,17,grand fir,5,,,,47.3,-114.7,0,,Western Montana,Montana
Brown,1978,3,19,subalpine fir,7,,,,47.3,-114.7,0,,Western Montana,Montana
Brown,1978,3,93,Engelmann spruce,3,,,,47.3,-114.7,0,,Western Montana,Montana
Brown,1978,3,108,lodgepole pine,4,,,,47.3,-114.7,0,,Western Montana,Montana
Brown,1978,3,122,ponderosa pine,6,,,,47.3,-114.7,0,,Western Montana,Montana
Brown,1978,3,202,Douglas-fir,11,,,,47.3,-114.7,0,,Western Montana,Montana
Brown,1978,3,242,western redcedar,6,,,,47.3,-114.7,0,,Western Montana,Montana
Brown,1978,4,17,grand fir,8,,,,47.4,-114.5,0,,Western Montana,Montana
Brown,1978,4,19,subalpine fir,4,3.9,0.6,12.3,47.4,-114.5,0,,Western Montana,Montana
Brown,1978,4,73,western larch,6,,,,47.4,-114.5,0,,Western Montana,Montana
Brown,1978,4,93,Engelmann spruce,6,13.9,1.9,23.2,47.4,-114.5,0,,Western Montana,Montana
Brown,1978,4,108,lodgepole pine,5,,,,47.4,-114.5,0,,Western Montana,Montana
Brown,1978,4,119,western white pine,1,13.8,13.8,13.8,47.4,-114.5,0,,Western Montana,Montana
Brown,1978,4,122,ponderosa pine,12,4.6,0.6,14.2,47.4,-114.5,0,,Western Montana,Montana
Brown,1978,4,202,Douglas-fir,14,,,,47.4,-114.5,0,,Western Montana,Montana
Brown,1978,4,242,western redcedar,12,,,,47.4,-114.5,0,,Western Montana,Montana
Brown,1978,5,19,subalpine fir,1,,,,47.2,-114.6,0,,Western Montana,Montana
Brown,1978,5,73,western larch,3,,,,47.2,-114.6,0,,Western Montana,Montana
Brown,1978,5,93,Engelmann spruce,2,0.8,0.6,1.1,47.2,-114.6,0,,Western Montana,Montana
Brown,1978,6,19,subalpine fir,1,6.8,6.8,6.8,47.2,-114.4,0,,Western Montana,Montana
Brown,1978,6,93,Engelmann spruce,1,6.8,6.8,6.8,47.2,-114.4,0,,Western Montana,Montana
Brown,1978,6,202,Douglas-fir,5,,,,47.2,-114.4,0,,Western Montana,Montana
Brown,1978,7,17,grand fir,5,,,,47.4,-114.8,0,,Western Montana,Montana
Brown,1978,7,19,subalpine fir,5,,,,47.4,-114.8,0,,Western Montana,Montana
Brown,1978,7,93,Engelmann spruce,5,,,,47.4,-114.8,0,,Western Montana,Montana
Brown,1978,7,108,lodgepole pine,1,1.5,1.5,1.5,47.4,-114.8,0,,Western Montana,Montana
Brown,1978,7,119,western white pine,3,,,,47.4,-114.8,0,,Western Montana,Montana
Brown,1978,7,122,ponderosa pine,13,,,,47.4,-114.8,0,,Western Montana,Montana
Brown,1978,7,202,Douglas-fir,7,16.9,0.5,33.9,47.4,-114.8,0,,Western Montana,Montana
Brown,1978,7,242,western redcedar,10,,,,47.4,-114.8,0,,Western Montana,Montana
Brown,1978,8,17,grand fir,11,,,,47.5,-114.9,0,,Western Montana,Montana
Brown,1978,8,19,subalpine fir,6,5.5,1.2,12.7,47.5,-114.9,0,,Western Montana,Montana
Brown,1978,8,73,western larch,2,1.2,0.8,1.6,47.5,-114.9,0,,Western Montana,Montana
Brown,1978,8,93,Engelmann spruce,2,,,,47.5,-114.9,0,,Western Montana,Montana
Brown,1978,8,119,western white pine,4,,,,47.5,-114.9,0,,Western Montana,Montana
Brown,1978,8,122,ponderosa pine,4,,,,47.5,-114.9,0,,Western Montana,Montana
Brown,1978,8,202,Douglas-fir,5,3.8,0.4,8.2,47.5,-114.9,0,,Western Montana,Montana
Brown,1978,8,242,western redcedar,9,,,,47.5,-114.9,0,,Western Montana,Montana
Brown,1978,9,17,grand fir,7,11.7,8.4,15.6,47.6,-114.8,0,,Western Montana,Montana
Brown,1978,9,73,western larch,2,,,,47.6,-114.8,0,,Western Montana,Montana
Brown,1978,9,93,Engelmann spruce,2,18.1,17.1,19,47.6,-114.8,0,,Western Montana,Montana
Brown,1978,9,108,lodgepole pine,7,11.4,6.5,15.6,47.6,-114.8,0,,Western Montana,Montana
Brown,1978,9,119,western white pine,5,16.7,4.7,24.7,47.6,-114.8,0,,Western Montana,Montana
Brown,1978,9,122,ponderosa pine,2,32.8,31.5,34,47.6,-114.8,0,,Western Montana,Montana
Brown,1978,9,202,Douglas-fir,4,16.3,7.5,26.4,47.6,-114.8,0,,Western Montana,Montana
Buckeye_Cell_Slash,,1,111,slash pine,200,7,4.1,10.5,30.5,-86.6,,,Okaloosa County Florida,Florida
Buckeye_Planted_Slash,,Cordell,111,,49,6.6,3.1,12.5,,,,,,
Buckeye_Planted_Slash,,Wagner,111,,35,8.8,5.5,14.4,,,,,,
Burkhart_Taper,,1,131,loblolly pine,105,6.6,3.2,13.7,37.4,-76.9,1,,Pine stands in Virginia, North Carolina, Maryland and Delaware,Virginia
Burkhart_and_Clutter,1971,1,131,loblolly pine,702,6.1,3.1,12.2,33.8,-84.3,0.1,,,Georgia
Burkhart_et_al,,1_1,131,loblolly pine,56,6.1,3.6,9.8,37.9,-77.1,2,,Multiple counties in Virginia,Virginia
Burkhart_et_al,,1_2,131,loblolly pine,90,7.3,2.8,12.7,37.3,-77.6,2,,Multiple counties in Virginia,Virginia
Burkhart_et_al,,1_3,131,loblolly pine,199,7.3,2.5,14.1,36.9,-76.7,2,,Multiple counties in Virginia,Virginia
Burkhart_et_al,,1_6,131,loblolly pine,94,6.2,2.5,9.8,37.5,-78.7,2,,Multiple counties in Virginia,Virginia
Burkhart_et_al,,1_7,131,loblolly pine,43,5.5,3.3,9.6,38.6,-77.8,2,,Multiple counties in Virginia,Virginia
Burkhart_et_al,,1_8,131,loblolly pine,2,7.3,6.7,7.9,36.7,-76.8,2,,Multiple counties in Virginia,Virginia
Burkhart_et_al,,2_8,131,loblolly pine,51,7.1,3.8,12.3,35.5,-76.8,2,,Multiple counties in North Carolina,North carolina
Burkhart_et_al,,3_5,131,loblolly pine,18,5.4,4,7,39,-76.6,2,,Multiple counties in Maryland,Maryland
Burkhart_et_al,,4_5,131,loblolly pine,12,7,5.2,9.8,38.8,-75.4,1,,Multiple counties in Delaware,Delaware
CAPPS,,BF_Grant,131,,151,5.8,1.8,9.6,,,,,,
CAPPS,,Waycross,131,,187,6.6,3.9,10.5,,,,,,
Cao_Hill_Farm,1979,1,131,loblolly pine,769,10.3,4.5,19,32.7,-93.1,0,,LSU Hill Farm Research Station,Louisiana
Cao_and_Pepper,1986,1,131,loblolly pine,100,8.7,1.8,17.5,31.2,-92.5,0.5,,Unthinned pine plantations in Louisiana southeastern Texas southern Arkansas and southwestern Mississippi,Louisiana
Cao_and_Pepper,1986,2,110,shortleaf pine,305,5.4,1,12.6,35,-85.6,1.5,,Unthinned plantations in the Ridge and Valley Eumberland Plateau Highland Rim regions of Tennessee Georgia and Alabama,Tennessee
Carlin_1969,1969,NB,316,red maple,164,8,4.8,15.9,46.4,-66.2,1.5,,New Brunswick,NANA
Carlin_1969,1969,NB,318,sugar maple,307,9.6,4.6,18.5,46.4,-66.2,1.5,,New Brunswick,NANA
Carlin_1969,1969,NB,375,paper birch,286,8,4.6,18.2,46.4,-66.2,1.5,,New Brunswick,NANA
Carlin_1969,1969,NB,746,quaking aspen,241,8.1,4.6,18.5,46.4,-66.2,1.5,,New Brunswick,NANA
Carter_Smith,1971,1,742,eastern cottonwood,48,4.4,0.8,10.5,30.8,-88,0,,Southwestern AL,Alabama
Champion_Intl,,EC01,131,loblolly pine,4,7.9,6.9,8.5,36.3,-77.7,,,Halifax County NC,North carolina
Champion_Intl,,EC02,131,loblolly pine,4,8.4,5.9,11.9,36,-78,,,Nash County NC,North carolina
Champion_Intl,,EC03,131,loblolly pine,4,8.2,5.5,10.6,36.3,-77.7,,,Halifax County NC,North carolina
Champion_Intl,,EC04,131,loblolly pine,4,5.7,4.6,7.4,36.3,-78.7,,,Granville County NC,North carolina
Champion_Intl,,EC05,131,loblolly pine,4,5.5,5.1,5.8,36,-78.9,,,Durham County NC,North carolina
Champion_Intl,,EC06,131,loblolly pine,4,6.3,5.2,7,35.7,-79.3,,,Chatham County NC,North carolina
Champion_Intl,,EC07,131,loblolly pine,4,4.8,2.9,7.1,35.7,-79.3,,,Chatham County NC,North carolina
Champion_Intl,,EC08,131,loblolly pine,4,6.2,5.6,7.4,35.7,-79.3,,,Chatham County NC,North carolina
Champion_Intl,,EC09,131,loblolly pine,4,9.1,8.6,10,36.8,-77.9,,,Brunswick County VA,Virginia
Champion_Intl,,EC10,131,loblolly pine,4,7.2,6.3,8.5,36.9,-78.2,,,Lunenburg County VA,Virginia
Champion_Intl,,EC11,131,loblolly pine,4,6.7,5.2,7.8,36.8,-78.9,,,Halifax County VA,Virginia
Champion_Intl,,EC12,131,loblolly pine,4,8.4,7.2,9.7,35.9,-77.6,,,Edgecombe County NC,North carolina
Champion_Intl,,EC13,131,loblolly pine,4,8.2,5.7,9.4,35.9,-77.6,,,Edgecombe County NC,North carolina
Champion_Intl,,EC14,131,loblolly pine,4,9.2,8,11.5,37,-78.7,,,Charlotte County VA,Virginia
Champion_Intl,,EC15,131,loblolly pine,4,8.4,5.8,10.8,37,-78.7,,,Charlotte County VA,Virginia
Champion_Intl,,EC16,131,loblolly pine,4,6.1,4.8,7.7,36.1,-77,,,Bertie County NC,North carolina
Champion_Intl,,EC17,131,loblolly pine,4,6.2,4.9,7.4,36.1,-77,,,Bertie County NC,North carolina
Champion_Intl,,EC18,131,loblolly pine,4,9.8,7.6,12.8,36.3,-76.3,,,Pasquotank County NC,North carolina
Champion_Intl,,EC19,131,loblolly pine,4,7.5,5.7,9.6,34.6,-77.3,,,Onslow County NC,North carolina
Champion_Intl,,EC20,131,loblolly pine,4,5.8,4.8,7.5,35,-77.4,,,Jones County NC,North carolina
Champion_Intl,,EC21,131,loblolly pine,4,5.4,4,7.4,35.1,-77.1,,,Craven County NC,North carolina
Champion_Intl,,EC22,131,loblolly pine,4,7.5,6.1,9.7,36.4,-78.1,,,Warren County NC,North carolina
Champion_Intl,,EC23,131,loblolly pine,4,6.8,5.3,8.3,35.9,-77.6,,,Edgecombe County NC,North carolina
Champion_Intl,,EC24,131,loblolly pine,4,7.4,6,9.3,35.9,-77.6,,,Edgecombe County NC,North carolina
Champion_Intl,,EC25,131,loblolly pine,4,9.4,7.7,11.8,36.3,-76.3,,,Pasquotank County NC,North carolina
Champion_Intl,,EC26,131,loblolly pine,4,8.4,6.8,10.8,36.3,-77.7,,,Halifax County NC,North carolina
Champion_Intl,,EC27,131,loblolly pine,4,8.1,7.4,9.7,36.3,-77.7,,,Halifax County NC,North carolina
Champion_Intl,,EC28,131,loblolly pine,4,8.7,7.5,11,36,-78,,,Nash County NC,North carolina
Champion_Intl,,EC29,131,loblolly pine,4,7.1,5.3,9.1,36.9,-78.2,,,Lunenburg County VA,Virginia
Champion_Intl,,WC02,131,loblolly pine,4,5.8,4,7.1,34.3,-81.6,,,Newberry County SC,South carolina
Champion_Intl,,WC03,131,loblolly pine,4,6.6,5.3,7.8,34.9,-82,,,Spartanburg County SC,South carolina
Champion_Intl,,WC04,131,loblolly pine,4,7.6,6.7,8.1,34.4,-81.1,,,Fairfield County SC,South carolina
Champion_Intl,,WC05,131,loblolly pine,4,7.9,6.5,9.7,34.9,-82.4,,,Greenville County SC,South carolina
Champion_Intl,,WC06,131,loblolly pine,4,7,4.8,9.2,34.5,-82,,,Laurens County SC,South carolina
Champion_Intl,,WC07,131,loblolly pine,4,7.4,5.5,9.1,34.5,-82,,,Laurens County SC,South carolina
Champion_Intl,,WC08,131,loblolly pine,4,8.3,5.8,12,34.4,-81.1,,,Fairfield County SC,South carolina
Champion_Intl,,WC09,131,loblolly pine,4,7.6,6.5,9.2,34.3,-81.6,,,Newberry County SC,South carolina
Champion_Intl,,WC10,131,loblolly pine,4,6.7,4.6,8.4,34.5,-82,,,Laurens County SC,South carolina
Champion_Intl,,WC11,131,loblolly pine,4,6.8,5.4,8.3,34.7,-81.6,,,Union County SC,South carolina
Champion_Intl,,WC12,131,loblolly pine,4,3.8,1.8,6.2,34.9,-82,,,Spartanburg County SC,South carolina
Champion_Intl,,WC13,131,loblolly pine,4,5.6,4.5,6.8,34.9,-82,,,Spartanburg County SC,South carolina
Champion_Intl,,WC14,131,loblolly pine,4,5.3,3.1,7.4,34.2,-82.5,,,Abbeville County SC,South carolina
Champion_Intl,,WC15,131,loblolly pine,4,8.4,6.1,11.1,34.2,-82.1,,,Greenwood County SC,South carolina
Champion_Intl,,WC16,131,loblolly pine,4,9.2,6.4,11,33.8,-82,,,Edgefield County SC,South carolina
Champion_Intl,,WC17,131,loblolly pine,4,9.2,7.8,10.5,33.8,-82.7,,,Wilkes County GA,Georgia
Champion_Intl,,WC18,131,loblolly pine,4,10.6,9,12.7,33.8,-82.7,,,Wilkes County GA,Georgia
Champion_Intl,,WC19,131,loblolly pine,4,7.4,5.7,8.5,33.8,-82.7,,,Wilkes County GA,Georgia
Champion_Intl,,WC20,131,loblolly pine,4,8.9,6.9,10.7,33.9,-83.1,,,Oglethorpe County GA,Georgia
Champion_Intl,,WC21,131,loblolly pine,4,6.1,5,7,33.8,-82.7,,,Wilkes County GA,Georgia
Champion_Intl,,WC22,131,loblolly pine,4,8.9,6.1,12,33.8,-82.7,,,Wilkes County GA,Georgia
Champion_Intl,,WC23,131,loblolly pine,4,7.9,4.5,11.7,34.4,-81.1,,,Fairfield County SC,South carolina
Champion_Intl,,WC24,131,loblolly pine,4,7.7,7,9.3,34,-81.7,,,Saluda County SC,South carolina
Champion_Intl,,WC25,131,loblolly pine,4,6,4.7,6.9,33.8,-82,,,Edgefield County SC,South carolina
Champion_Intl,,WC26,131,loblolly pine,4,6.5,4.4,7.9,34.7,-81.2,,,Chester County SC,South carolina
Champion_Intl,,WC27,131,loblolly pine,4,5.3,3.3,8,33.8,-82,,,Edgefield County SC,South carolina
Champion_Intl,,WC28,131,loblolly pine,4,7.2,5.4,9,33.8,-82,,,Edgefield County SC,South carolina
Champion_Intl,,WC29,131,loblolly pine,4,8.7,6.9,10.8,34.7,-80.7,,,Lancaster County SC,South carolina
Champion_Intl,,WC30,131,loblolly pine,4,9.8,8,11.4,33.8,-82.7,,,Wilkes County GA,Georgia
Champion_Intl,,WC31,131,loblolly pine,4,7.3,5.3,9,32.8,-83.3,,,Georgia,Georgia
Champion_Intl,,WC32,131,loblolly pine,5,7.7,6.6,8.6,33.8,-82.7,,,Wilkes County GA,Georgia
Champion_Intl,,WC33,131,loblolly pine,3,9,7,10.1,33.8,-82.7,,,Wilkes County GA,Georgia
Champion_Intl,,WC34,131,loblolly pine,4,9.9,8.1,11.2,33.9,-83.1,,,Oglethorpe County GA,Georgia
Champion_Intl,,WC35,131,loblolly pine,4,7.9,6.6,9.3,33.8,-82.7,,,Wilkes County GA,Georgia
Champion_Intl,,WC36,131,loblolly pine,4,8.1,5.9,10.5,33.8,-82,,,Edgefield County SC,South carolina
Champion_Intl,,WC37,131,loblolly pine,4,6.9,5.7,8.6,34,-81.7,,,Saluda County SC,South carolina
Champion_Intl,,WC38,131,loblolly pine,4,6.2,4.5,8,34.4,-81.1,,,Fairfield County SC,South carolina
Champion_Intl,,WC39,131,loblolly pine,4,8.3,6.4,10,34.2,-82.1,,,Greenwood County SC,South carolina
Champion_Intl,,WC40,131,loblolly pine,4,7.4,5.2,8.7,33.8,-82.7,,,Wilkes County GA,Georgia
Champion_Intl,,WC41,131,loblolly pine,4,8.6,7.3,10.3,33.9,-83.1,,,Oglethorpe County GA,Georgia
Champion_Intl,,WC42,131,loblolly pine,4,9.2,7.9,10.3,33.9,-83.1,,,Oglethorpe County GA,Georgia
Champion_Intl,,WC43,131,loblolly pine,4,7.8,6.5,8.9,33.6,-82.9,,,Taliaferro County GA,Georgia
Champion_Intl,,WC44,131,loblolly pine,4,7.3,7.2,7.6,34.2,-82.1,,,Greenwood County SC,South carolina
Clark,1986,1029,316,red maple,8,3.5,2,5.8,37.1,-89,,,Ballard County Kentucky,Kentucky
Clark,1986,1029,370,birch spp.,4,8.3,7.8,9.5,37.1,-89,,,Ballard County Kentucky,Kentucky
Clark,1986,1029,391,American hornbeam,4,2.1,1.1,2.7,37.1,-89,,,Ballard County Kentucky,Kentucky
Clark,1986,1029,400,hickory spp.,7,3.4,1,5.5,37.1,-89,,,Ballard County Kentucky,Kentucky
Clark,1986,1029,540,ash spp.,1,2.8,2.8,2.8,37.1,-89,,,Ballard County Kentucky,Kentucky
Clark,1986,1029,611,sweetgum,6,5.8,4,8.1,37.1,-89,,,Ballard County Kentucky,Kentucky
Clark,1986,1029,731,American sycamore,1,8.5,8.5,8.5,37.1,-89,,,Ballard County Kentucky,Kentucky
Clark,1986,1029,813,cherrybark oak,5,7.3,5,9.3,37.1,-89,,,Ballard County Kentucky,Kentucky
Clark,1986,1029,830,pin oak,4,5.7,4.9,6.2,37.1,-89,,,Ballard County Kentucky,Kentucky
Clark,1986,1029,831,willow oak,1,11.8,11.8,11.8,37.1,-89,,,Ballard County Kentucky,Kentucky
Clark,1986,1029,999,unknown/other tree,8,1.3,1.1,1.8,37.1,-89,,,Ballard County Kentucky,Kentucky
Clark,1986,1068,316,red maple,7,6.6,3.1,9.2,30.6,-81.8,,,Nassau County Florida,Florida
Clark,1986,1068,391,American hornbeam,4,1.5,1,1.8,30.6,-81.8,,,Nassau County Florida,Florida
Clark,1986,1068,521,common persimmon,1,5.9,5.9,5.9,30.6,-81.8,,,Nassau County Florida,Florida
Clark,1986,1068,540,ash spp.,5,4.6,1.8,6.9,30.6,-81.8,,,Nassau County Florida,Florida
Clark,1986,1068,591,American holly,11,1.4,1,2.1,30.6,-81.8,,,Nassau County Florida,Florida
Clark,1986,1068,611,sweetgum,19,4,1,9,30.6,-81.8,,,Nassau County Florida,Florida
Clark,1986,1068,694,swamp tupelo,1,7.2,7.2,7.2,30.6,-81.8,,,Nassau County Florida,Florida
Clark,1986,1068,827,water oak,12,2.3,1,9.2,30.6,-81.8,,,Nassau County Florida,Florida
Clark,1986,1068,832,chestnut oak,1,6.1,6.1,6.1,30.6,-81.8,,,Nassau County Florida,Florida
Clark,1986,1068,970,elm spp.,6,5,2.3,8,30.6,-81.8,,,Nassau County Florida,Florida
Clark,1986,1110,391,American hornbeam,1,1,1,1,36.1,-77,,,Bertie County North Carolina,North carolina
Clark,1986,1110,540,ash spp.,30,1.9,1,3.6,36.1,-77,,,Bertie County North Carolina,North carolina
Clark,1986,1110,611,sweetgum,1,3.7,3.7,3.7,36.1,-77,,,Bertie County North Carolina,North carolina
