author,loc,spcd,treeno,section_id,ob_d_bot,ob_d_top,ib_d_bot,ib_d_top,len,ht,wdbk_gw,wd_gw,bk_gw,wdbk_dw,wd_dw,bk_dw,wdbk_cv,wd_cv,bk_cv,cen,wd_def1d_1,wd_def1d_2,wd_def1len,wd_def1cl,wd_def2cl,wd_def2d_1,wd_def2d_2,wd_def2len,wd_def3cl_1,wd_def3d_1,wd_def3d_2,wd_def3len,wdbk_d_kerf,wdbk_wid_kerf,wdbk_gw_kerf,wdbk_ar,wd_ar
Lohrey_direct-seeded,1,131,830,4,5.9,5.5,5,4.9,5,9.5,50,44.61,5.39,25.76,21.65,4.11,0.89,0.67,0.22,1,,,,,,,,,,,,,,,,7.46,6.48
Lohrey_direct-seeded,1,131,830,5,5.5,5,4.9,4.5,5,14.5,44.6,40.12,4.48,21.64,18.33,3.31,0.75,0.6,0.15,1,,,,,,,,,,,,,,,,6.87,6.15
Lohrey_direct-seeded,1,131,830,6,5,4.6,4.5,4.2,5,19.5,35.7,32.48,3.22,17.37,15.03,2.34,0.63,0.52,0.11,1,,,,,,,,,,,,,,,,6.28,5.69
Lohrey_direct-seeded,1,131,830,7,4.6,3.8,4.2,3.4,5,24.5,28.9,25.78,3.12,13.11,11.2,1.91,0.49,0.4,0.09,1,,,,,,,,,,,,,,,,5.5,4.97
Lohrey_direct-seeded,1,131,830,8,3.8,2.9,3.4,2.6,5,29.5,19.1,16.71,2.39,8.25,6.91,1.34,0.31,0.25,0.06,1,,,,,,,,,,,,,,,,4.39,3.93
Lohrey_direct-seeded,1,131,830,9,2.9,2.1,2.6,1.8,5,34.5,10.4,9.06,1.34,4.53,3.74,0.79,0.17,0.14,0.04,1,,,,,,,,,,,,,,,,3.27,2.88
Lohrey_direct-seeded,1,131,830,10,2.1,0.8,1.8,0.7,5,39.5,3.9,3.2,0.7,1.8,1.41,0.39,0.07,0.05,0.02,1,,,,,,,,,,,,,,,,1.9,1.64
Lohrey_direct-seeded,1,131,830,11,0.8,0,0.7,0,3.5,44.5,0.4,0.29,0.11,0.15,0.12,0.03,0.01,0,0,1,,,,,,,,,,,,,,,,0.37,0.32
Lohrey_direct-seeded,1,131,831,1,6.3,5.6,4.9,4.4,1.5,0.5,13,10.99,2.01,8.69,6.43,2.26,0.29,0.18,0.11,1,,,,,,,,,,,,,,,,2.34,1.83
Lohrey_direct-seeded,1,131,831,2,5.6,5.1,4.4,4.2,2.5,2,19.4,17.04,2.36,11.97,9.16,2.81,0.39,0.25,0.14,1,,,,,,,,,,,,,,,,3.5,2.81
Lohrey_direct-seeded,1,131,831,3,5.1,5,4.2,3.8,5,4.5,33.4,29.01,4.39,21.06,15.48,5.58,0.7,0.44,0.26,1,,,,,,,,,,,,,,,,6.61,5.24
Lohrey_direct-seeded,1,131,831,4,5,4.1,3.8,3.6,5,9.5,29.6,26.21,3.39,16.89,12.14,4.76,0.57,0.37,0.2,1,,,,,,,,,,,,,,,,5.96,4.84
Lohrey_direct-seeded,1,131,831,5,4.1,3.8,3.6,3.4,5,14.5,26.4,23,3.4,12.86,10.45,2.42,0.43,0.33,0.09,1,,,,,,,,,,,,,,,,5.17,4.58
Lohrey_direct-seeded,1,131,831,6,3.8,3.4,3.4,3,5.5,19.5,23.8,21.05,2.75,11.31,9.24,2.07,0.39,0.31,0.08,1,,,,,,,,,,,,,,,,5.18,4.61
Lohrey_direct-seeded,1,131,831,7,3.4,3,3,2.6,4.5,25,15,13.17,1.83,7.47,5.69,1.79,0.25,0.19,0.06,1,,,,,,,,,,,,,,,,3.77,3.3
Lohrey_direct-seeded,1,131,831,8,3,2.3,2.6,2,5.5,29.5,13.5,11.56,1.94,5.8,4.66,1.14,0.21,0.16,0.05,1,,,,,,,,,,,,,,,,3.82,3.31
Lohrey_direct-seeded,1,131,831,9,2.3,1.6,2,1.4,4.5,35,6.4,5.28,1.12,2.56,2,0.56,0.1,0.07,0.02,1,,,,,,,,,,,,,,,,2.3,2
Lohrey_direct-seeded,1,131,831,10,1.6,0,1.4,0,7.5,39.5,2.8,2.19,0.61,1.29,1.04,0.25,0.05,0.04,0.01,1,,,,,,,,,,,,,,,,1.57,1.37
Lohrey_direct-seeded,1,131,832,1,5.8,4.8,4.1,3.5,1.5,0.5,9.4,7.57,1.83,6.7,4.3,2.4,0.23,0.12,0.11,1,,,,,,,,,,,,,,,,2.08,1.49
Lohrey_direct-seeded,1,131,832,2,4.8,4.4,3.5,3.3,2.5,2,13.1,10.92,2.18,8.18,5.99,2.18,0.29,0.16,0.13,1,,,,,,,,,,,,,,,,3.01,2.23
Lohrey_direct-seeded,1,131,832,3,4.4,3.6,3.3,2.9,5,4.5,21.4,18.56,2.84,13.06,9.64,3.42,0.44,0.26,0.18,1,,,,,,,,,,,,,,,,5.24,4.06
Lohrey_direct-seeded,1,131,832,4,3.6,3.1,2.9,2.7,5,9.5,16.8,14.63,2.17,9.22,7.38,1.84,0.31,0.21,0.09,1,,,,,,,,,,,,,,,,4.39,3.67
Lohrey_direct-seeded,1,131,832,5,3.1,2.8,2.7,2.4,5,14.5,13.4,11.79,1.61,7.42,5.81,1.61,0.24,0.18,0.06,1,,,,,,,,,,,,,,,,3.86,3.34
Lohrey_direct-seeded,1,131,832,6,2.8,2.4,2.4,2.1,5,19.5,11.1,9.59,1.51,5.37,4.44,0.93,0.19,0.14,0.05,1,,,,,,,,,,,,,,,,3.4,2.95
Lohrey_direct-seeded,1,131,832,7,2.4,2,2.1,1.8,5,24.5,8.2,7.01,1.19,3.92,3.28,0.65,0.13,0.1,0.03,1,,,,,,,,,,,,,,,,2.88,2.55
Lohrey_direct-seeded,1,131,832,8,2,1.7,1.8,1.4,5,29.5,5.6,4.62,0.98,2.69,2.23,0.47,0.09,0.07,0.02,1,,,,,,,,,,,,,,,,2.42,2.09
Lohrey_direct-seeded,1,131,832,9,1.7,1,1.4,0.8,5,34.5,3.2,2.56,0.64,1.43,1.04,0.39,0.05,0.04,0.02,1,,,,,,,,,,,,,,,,1.77,1.44
Lohrey_direct-seeded,1,131,832,10,1,0,0.8,0,4.5,39.5,0.5,0.36,0.14,0.3,0.22,0.08,0.01,0.01,0,1,,,,,,,,,,,,,,,,0.59,0.47
Lohrey_direct-seeded,1,131,833,1,13.5,11.1,10.8,9,1.5,0.5,55.5,48.88,6.62,33.97,25.56,8.4,1.25,0.81,0.44,1,,,,,,,,,,,,,,,,4.83,3.89
Lohrey_direct-seeded,1,131,833,2,11.1,10.2,9,8.2,2.5,2,75.1,67.8,7.3,43.57,33.66,9.91,1.55,1.01,0.54,1,,,,,,,,,,,,,,,,6.97,5.63
Lohrey_direct-seeded,1,131,833,3,10.2,9,8.2,7.7,5,4.5,127.6,114.38,13.22,72.42,57.85,14.58,2.52,1.73,0.8,1,,,,,,,,,,,,,,,,12.57,10.41
Lohrey_direct-seeded,1,131,833,4,9,8.9,7.7,7.9,5,9.5,121.3,109.59,11.71,58.7,48.73,9.97,2.18,1.66,0.53,1,,,,,,,,,,,,,,,,11.72,10.21
Lohrey_direct-seeded,1,131,833,5,8.9,8.6,7.9,7.7,4.5,14.5,106.9,97.51,9.39,48.48,41.4,7.08,1.88,1.49,0.39,1,,,,,,,,,,,,,,,,10.31,9.19
Lohrey_direct-seeded,1,131,833,6,8.6,8,7.7,7.2,5.5,19,123.6,112.23,11.37,52.03,43.94,8.09,2.07,1.67,0.4,1,,,,,,,,,,,,,,,,11.95,10.73
Lohrey_direct-seeded,1,131,833,7,8,7.8,7.2,7,4.8,24.5,95.3,86.78,8.52,40.02,33.92,6.11,1.63,1.32,0.31,1,,,,,,,,,,,,,,,,9.93,8.92
Lohrey_direct-seeded,1,131,833,8,7.8,7.2,7,6.4,5.2,29.3,90.8,82.37,8.43,39.27,32.96,6.31,1.6,1.28,0.32,1,,,,,,,,,,,,,,,,10.21,9.12
Lohrey_direct-seeded,1,131,833,9,7.2,6.1,6.4,5.5,4.9,34.5,73.3,66.67,6.63,27.96,23.5,4.46,1.19,0.95,0.24,1,,,,,,,,,,,,,,,,8.53,7.63
Lohrey_direct-seeded,1,131,833,10,6.1,5.2,5.5,4.6,5.1,39.4,54,47.77,6.23,21.66,18.22,3.43,0.89,0.71,0.18,1,,,,,,,,,,,,,,,,7.54,6.74
Lohrey_direct-seeded,1,131,833,11,5.2,4,4.6,3.6,5,44.5,36.5,32.04,4.46,13.89,11.67,2.22,0.59,0.47,0.12,1,,,,,,,,,,,,,,,,6.02,5.37
Lohrey_direct-seeded,1,131,833,12,4,2.3,3.6,2.1,5,49.5,17.1,14.69,2.41,6.86,5.94,0.91,0.29,0.24,0.05,1,,,,,,,,,,,,,,,,4.12,3.73
Lohrey_direct-seeded,1,131,833,13,2.3,0.9,2.1,0.7,5,54.5,5.3,4.36,0.94,1.87,1.56,0.31,0.08,0.07,0.02,1,,,,,,,,,,,,,,,,2.09,1.83
Lohrey_direct-seeded,1,131,833,14,0.9,0,0.7,0,3.5,59.5,0.5,0.35,0.15,0.16,0.11,0.06,0.01,0,0,1,,,,,,,,,,,,,,,,0.41,0.32
Lohrey_direct-seeded,1,131,834,1,12.9,10.4,10.7,8.8,1.5,0.5,47.9,42.69,5.21,34.59,25.64,8.95,1.12,0.79,0.34,1,,,,,,,,,,,,,,,,4.57,3.83
Lohrey_direct-seeded,1,131,834,2,10.4,9,8.8,7.7,2.5,2,68.6,61.32,7.28,39.65,32.7,6.95,1.29,0.93,0.36,1,,,,,,,,,,,,,,,,6.35,5.4
Lohrey_direct-seeded,1,131,834,3,9,8.2,7.7,7.2,5,4.5,113.7,102.37,11.33,58.68,49.38,9.3,2.02,1.52,0.51,1,,,,,,,,,,,,,,,,11.26,9.75
Lohrey_direct-seeded,1,131,834,4,8.2,7.9,7.2,7.1,5,9.5,107,96.96,10.04,48.81,41.33,7.48,1.77,1.39,0.37,1,,,,,,,,,,,,,,,,10.54,9.36
Lohrey_direct-seeded,1,131,834,5,7.9,7.6,7.1,6.8,5.5,14.5,113.6,103.19,10.41,48.7,41.72,6.98,1.8,1.45,0.35,1,,,,,,,,,,,,,,,,11.16,10.01
Lohrey_direct-seeded,1,131,834,6,7.6,7.2,6.8,6.6,4.5,20,81.3,74.16,7.14,33.7,28.7,5,1.34,1.1,0.24,1,,,,,,,,,,,,,,,,8.72,7.89
Lohrey_direct-seeded,1,131,834,7,7.2,6.8,6.6,6.3,5,24.5,74.7,68.71,5.99,33.39,29.3,4.09,1.34,1.14,0.2,1,,,,,,,,,,,,,,,,9.16,8.44
Lohrey_direct-seeded,1,131,834,8,6.8,6,6.3,5.6,5,29.5,67.9,61.89,6.01,26.61,23.57,3.04,1.12,0.97,0.15,1,,,,,,,,,,,,,,,,8.38,7.79
Lohrey_direct-seeded,1,131,834,9,6,5,5.6,4.6,5,34.5,54.1,48.54,5.56,19.61,17.29,2.32,0.83,0.72,0.12,1,,,,,,,,,,,,,,,,7.2,6.68
Lohrey_direct-seeded,1,131,834,10,5,3.6,4.6,3.5,5,39.5,34.7,30.75,3.95,12.31,11.04,1.26,0.52,0.46,0.06,1,,,,,,,,,,,,,,,,5.63,5.3
Lohrey_direct-seeded,1,131,834,11,3.6,2.5,3.5,2.2,5,44.5,18.9,16.24,2.66,6.14,5.58,0.56,0.26,0.23,0.03,1,,,,,,,,,,,,,,,,3.99,3.73
Lohrey_direct-seeded,1,131,834,12,2.5,1.3,2.2,1.1,5,49.5,6.6,5.38,1.22,2.39,1.92,0.47,0.11,0.08,0.03,1,,,,,,,,,,,,,,,,2.49,2.16
Lohrey_direct-seeded,1,131,834,13,1.3,0,1.1,0,5.5,54.5,1,0.75,0.25,0.53,0.4,0.13,0.03,0.02,0.01,1,,,,,,,,,,,,,,,,0.94,0.79
Lohrey_direct-seeded,1,131,835,1,11.8,10,9.8,8.3,1.5,0.5,43.9,39.2,4.7,27.37,22.1,5.27,0.98,0.67,0.3,1,,,,,,,,,,,,,,,,4.28,3.55
Lohrey_direct-seeded,1,131,835,2,10,9,8.3,7.7,2.5,2,56.8,51.75,5.05,35.74,29.63,6.11,1.23,0.87,0.36,1,,,,,,,,,,,,,,,,6.22,5.24
Lohrey_direct-seeded,1,131,835,3,9,8.3,7.7,7.3,5,4.5,99.6,91.34,8.26,55.71,48.21,7.5,2.04,1.54,0.51,1,,,,,,,,,,,,,,,,11.32,9.82
Lohrey_direct-seeded,1,131,835,4,8.3,8.1,7.3,7.1,5,9.5,93.4,86.06,7.34,48.65,41.07,7.58,1.83,1.41,0.42,1,,,,,,,,,,,,,,,,10.73,9.42
Lohrey_direct-seeded,1,131,835,5,8.1,7.7,7.1,6.9,5,14.5,90.2,85.69,4.51,42.55,37.51,5.05,1.7,1.34,0.37,1,,,,,,,,,,,,,,,,10.34,9.16
Lohrey_direct-seeded,1,131,835,6,7.7,7.3,6.9,6.6,5,19.5,83.4,76.18,7.22,37.55,32.67,4.88,1.54,1.24,0.29,1,,,,,,,,,,,,,,,,9.82,8.84
Lohrey_direct-seeded,1,131,835,7,7.3,6.9,6.6,6.3,5,24.5,72.6,67.14,5.46,33.02,29.18,3.84,1.38,1.14,0.24,1,,,,,,,,,,,,,,,,9.29,8.44
Lohrey_direct-seeded,1,131,835,8,6.9,6.2,6.3,5.5,5,29.5,66.3,60.71,5.59,26.04,22.55,3.49,1.17,0.95,0.22,1,,,,,,,,,,,,,,,,8.57,7.72
Lohrey_direct-seeded,1,131,835,9,6.2,5.6,5.5,5.1,5,34.5,53.6,48.57,5.03,21.38,18.46,2.92,0.95,0.77,0.18,1,,,,,,,,,,,,,,,,7.72,6.94
Lohrey_direct-seeded,1,131,835,10,5.6,4.8,5.1,4.4,4.5,39.5,38,34.06,3.94,14.57,12.76,1.81,0.67,0.56,0.11,1,,,,,,,,,,,,,,,,6.13,5.6
Lohrey_direct-seeded,1,131,835,11,4.8,3.5,4.4,3.3,4.5,44,27.5,24.53,2.97,10.01,8.95,1.06,0.43,0.37,0.06,1,,,,,,,,,,,,,,,,4.89,4.54
Lohrey_direct-seeded,1,131,835,12,3.5,2.3,3.3,2,5,48.5,15.4,13.89,1.51,5.03,4.46,0.57,0.24,0.2,0.04,1,,,,,,,,,,,,,,,,3.8,3.47
Lohrey_direct-seeded,1,131,835,13,2.3,1.2,2,1,5,53.5,5.7,4.81,0.89,1.84,1.47,0.37,0.09,0.07,0.02,1,,,,,,,,,,,,,,,,2.29,1.96
Lohrey_direct-seeded,1,131,835,14,1.2,0,1,0,4.5,58.5,1,0.6,0.4,0.36,0.26,0.1,0.02,0.01,0.01,1,,,,,,,,,,,,,,,,0.71,0.59
Lohrey_direct-seeded,1,131,836,1,6.9,5.9,5.5,4.9,1.5,0.5,15.3,12.96,2.34,9.77,7.57,2.2,0.34,0.22,0.12,1,,,,,,,,,,,,,,,,2.51,2.04
Lohrey_direct-seeded,1,131,836,2,5.9,5.2,4.9,4.4,2.5,2,20,17.4,2.6,13.55,11.03,2.52,0.42,0.3,0.13,1,,,,,,,,,,,,,,,,3.63,3.04
Lohrey_direct-seeded,1,131,836,3,5.2,4.7,4.4,4.3,5,4.5,35.2,30.95,4.25,20.95,17.93,3.02,0.67,0.52,0.15,1,,,,,,,,,,,,,,,,6.48,5.69
Lohrey_direct-seeded,1,131,836,4,4.7,4.4,4.3,4.1,5,9.5,30.1,27,3.1,17.26,15.36,1.89,0.57,0.48,0.08,1,,,,,,,,,,,,,,,,5.96,5.5
Lohrey_direct-seeded,1,131,836,5,4.4,4.3,4.1,3.9,5,14.5,28.2,25.27,2.93,14.99,13.36,1.63,0.52,0.44,0.08,1,,,,,,,,,,,,,,,,5.69,5.24
Lohrey_direct-seeded,1,131,836,6,4.3,4,3.9,3.8,5,19.5,28.8,25.81,2.99,13.25,11.93,1.33,0.47,0.4,0.07,1,,,,,,,,,,,,,,,,5.43,5.04
Lohrey_direct-seeded,1,131,836,7,4,3.9,3.8,3.6,4.5,24.5,18.2,16.31,1.89,10.4,9.42,0.98,0.38,0.34,0.05,1,,,,,,,,,,,,,,,,4.65,4.36
Lohrey_direct-seeded,1,131,836,8,3.9,3.5,3.6,3.2,5,29,20.4,18.18,2.22,9.5,8.31,1.19,0.37,0.32,0.06,1,,,,,,,,,,,,,,,,4.84,4.45
Lohrey_direct-seeded,1,131,836,9,3.5,3.1,3.2,2.9,4.5,34,14.7,12.91,1.79,5.27,4.43,0.84,0.27,0.23,0.04,1,,,,,,,,,,,,,,,,3.89,3.59
Lohrey_direct-seeded,1,131,836,10,3.1,2.5,2.9,2.3,5,38.5,12.8,11.15,1.65,5.11,4.55,0.55,0.22,0.19,0.03,1,,,,,,,,,,,,,,,,3.67,3.4
Lohrey_direct-seeded,1,131,836,11,2.5,1.6,2.3,1.4,5,43.5,7.2,6.03,1.17,2.65,2.26,0.39,0.12,0.1,0.02,1,,,,,,,,,,,,,,,,2.68,2.42
Lohrey_direct-seeded,1,131,836,12,1.6,0,1.4,0,6.5,48.5,2.6,2,0.6,1,0.8,0.2,0.05,0.03,0.01,1,,,,,,,,,,,,,,,,1.36,1.19
Lohrey_direct-seeded,1,131,837,1,11.5,10.2,9.1,8.2,1.5,0.5,42.6,37.41,5.19,28.63,22.32,6.3,0.97,0.61,0.35,1,,,,,,,,,,,,,,,,4.26,3.4
Lohrey_direct-seeded,1,131,837,2,10.2,9.5,8.2,7.6,2.5,2,62.6,55.79,6.81,40.82,32.6,8.22,1.32,0.85,0.47,1,,,,,,,,,,,,,,,,6.45,5.17
Lohrey_direct-seeded,1,131,837,3,9.5,8.6,7.6,7.4,5,4.5,103.4,91.81,11.59,68.73,55.6,13.13,2.24,1.53,0.7,1,,,,,,,,,,,,,,,,11.85,9.82
Lohrey_direct-seeded,1,131,837,4,8.6,8.2,7.4,7.3,5,9.5,99.8,90.53,9.27,60.82,52.52,8.29,1.93,1.47,0.45,1,,,,,,,,,,,,,,,,11,9.62
Lohrey_direct-seeded,1,131,837,5,8.2,8,7.3,7,5,14.5,93.2,84.88,8.32,43.74,36,7.74,1.79,1.39,0.39,1,,,,,,,,,,,,,,,,10.6,9.36
Lohrey_direct-seeded,1,131,837,6,8,7.6,7,6.9,5,19.5,88,79.86,8.14,35.18,27.99,7.19,1.66,1.32,0.34,1,,,,,,,,,,,,,,,,10.21,9.1
Lohrey_direct-seeded,1,131,837,7,7.6,7.2,6.9,6.5,5,24.5,78.3,71.48,6.82,43.9,39.02,4.88,1.49,1.23,0.27,1,,,,,,,,,,,,,,,,9.69,8.77
Lohrey_direct-seeded,1,131,837,8,7.2,6.7,6.5,6,5,29.5,71,64.38,6.62,27.23,22.43,4.8,1.32,1.07,0.25,1,,,,,,,,,,,,,,,,9.1,8.18
Lohrey_direct-seeded,1,131,837,9,6.7,5.9,6,5.3,5,34.5,58.1,52.24,5.86,26.31,22.43,3.88,1.09,0.87,0.21,1,,,,,,,,,,,,,,,,8.25,7.4
Lohrey_direct-seeded,1,131,837,10,5.9,4.5,5.3,4.1,5,39.5,46.8,41.57,5.23,16.84,14.28,2.55,0.75,0.61,0.14,1,,,,,,,,,,,,,,,,6.81,6.15
Lohrey_direct-seeded,1,131,837,11,4.5,3.6,4.1,3.2,5,44.5,29.2,25.62,3.58,10.37,8.83,1.55,0.45,0.37,0.08,1,,,,,,,,,,,,,,,,5.3,4.78
Lohrey_direct-seeded,1,131,837,12,3.6,3.1,3.2,2.4,5,49.5,16.5,14.07,2.43,6.52,4.83,1.69,0.31,0.22,0.09,1,,,,,,,,,,,,,,,,4.39,3.67
Lohrey_direct-seeded,1,131,837,13,3.1,1.8,2.4,1.6,4.5,54.5,7.4,6.13,1.27,3.24,2.19,1.05,0.16,0.1,0.06,1,,,,,,,,,,,,,,,,2.89,2.36
Lohrey_direct-seeded,1,131,837,14,1.8,0,1.6,0,7,59,2.8,2.23,0.57,1.29,1.04,0.25,0.06,0.05,0.01,1,,,,,,,,,,,,,,,,1.65,1.47
Lohrey_direct-seeded,1,131,838,1,9.1,7.4,7.1,6,1.5,0.5,23.6,22.69,0.91,15.2,10.9,4.3,0.56,0.35,0.21,1,,,,,,,,,,,,,,,,3.24,2.57
Lohrey_direct-seeded,1,131,838,2,7.4,6.4,6,5.4,2.5,2,31.2,29.45,1.75,18.89,14.41,4.47,0.65,0.44,0.21,1,,,,,,,,,,,,,,,,4.52,3.73
Lohrey_direct-seeded,1,131,838,3,6.4,5.7,5.4,5.1,5,4.5,52.5,46.71,5.79,27.94,22.94,5,1,0.75,0.25,1,,,,,,,,,,,,,,,,7.92,6.87
Lohrey_direct-seeded,1,131,838,4,5.7,5.5,5.1,5,5,9.5,45.1,39.76,5.34,23.07,19.61,3.46,0.86,0.7,0.16,1,,,,,,,,,,,,,,,,7.33,6.61
Lohrey_direct-seeded,1,131,838,5,5.5,5.6,5,4.7,5,14.5,41.2,36.51,4.69,22.17,18.09,4.08,0.84,0.64,0.2,1,,,,,,,,,,,,,,,,7.26,6.35
Lohrey_direct-seeded,1,131,838,6,5.6,4.7,4.7,4.3,5,19.5,36.6,32.71,3.89,18.86,15.27,3.6,0.73,0.55,0.18,1,,,,,,,,,,,,,,,,6.74,5.89
Lohrey_direct-seeded,1,131,838,7,4.7,4.3,4.3,3.9,5,24.5,30.5,27.34,3.16,14.05,12.28,1.76,0.55,0.46,0.09,1,,,,,,,,,,,,,,,,5.89,5.37
Lohrey_direct-seeded,1,131,838,8,4.3,3.8,3.9,3.4,5,29.5,25.3,22.7,2.6,11.5,9.86,1.63,0.45,0.37,0.08,1,,,,,,,,,,,,,,,,5.3,4.78
Lohrey_direct-seeded,1,131,838,9,3.8,3,3.4,2.7,5,34.5,19.6,17.18,2.42,7.58,6.44,1.13,0.32,0.26,0.06,1,,,,,,,,,,,,,,,,4.45,3.99
Lohrey_direct-seeded,1,131,838,10,3,2.1,2.7,1.9,5,39.5,12.1,10.88,1.22,4.23,3.66,0.57,0.18,0.15,0.03,1,,,,,,,,,,,,,,,,3.34,3.01
Lohrey_direct-seeded,1,131,838,11,2.1,0,1.9,0,9.5,44.5,5.8,4.77,1.03,2.55,2.18,0.37,0.11,0.09,0.02,1,,,,,,,,,,,,,,,,2.61,2.36
Lohrey_direct-seeded,1,131,839,1,12.5,10.9,10.2,8.5,1.5,0.5,46.7,40.08,6.62,31.02,22.49,8.53,1.13,0.72,0.4,1,,,,,,,,,,,,,,,,4.59,3.67
Lohrey_direct-seeded,1,131,839,2,10.9,10.2,8.5,8.2,2.5,2,68,59.15,8.85,40.17,30.57,9.59,1.52,0.95,0.57,1,,,,,,,,,,,,,,,,6.9,5.47
Lohrey_direct-seeded,1,131,839,3,10.2,9.3,8.2,7.7,5,4.5,121.1,105.85,15.25,72.89,58.12,14.76,2.6,1.73,0.87,1,,,,,,,,,,,,,,,,12.76,10.41
Lohrey_direct-seeded,1,131,839,4,9.3,8.5,7.7,7.4,5,9.5,101.5,98.91,2.59,54.99,45.32,9.66,2.16,1.56,0.61,1,,,,,,,,,,,,,,,,11.65,9.88
Lohrey_direct-seeded,1,131,839,5,8.5,8.2,7.4,7.1,5,14.5,98.2,88.81,9.39,47.97,39.81,8.16,1.9,1.43,0.47,1,,,,,,,,,,,,,,,,10.93,9.49
Lohrey_direct-seeded,1,131,839,6,8.2,7.5,7.1,6.5,5,19.5,86.3,77.9,8.4,44.62,37.29,7.33,1.68,1.26,0.42,1,,,,,,,,,,,,,,,,10.28,8.9
Lohrey_direct-seeded,1,131,839,7,7.5,6.8,6.5,6,5,24.5,76,68.13,7.87,34.66,28.74,5.92,1.4,1.07,0.33,1,,,,,,,,,,,,,,,,9.36,8.18
Lohrey_direct-seeded,1,131,839,8,6.8,6.3,6,5.6,5,29.5,62.3,55.88,6.42,28.67,24.18,4.5,1.17,0.92,0.25,1,,,,,,,,,,,,,,,,8.57,7.59
Lohrey_direct-seeded,1,131,839,9,6.3,5,5.6,4.2,5.5,34.5,54.4,48.16,6.24,23.99,19.25,4.73,0.97,0.73,0.24,1,,,,,,,,,,,,,,,,8.14,7.06
Lohrey_direct-seeded,1,131,839,10,5,4.5,4.2,3,5,40,28.2,24.63,3.57,14.52,9.94,4.57,0.62,0.36,0.25,1,,,,,,,,,,,,,,,,6.22,4.71
Lohrey_direct-seeded,1,131,839,11,4.5,2.6,3,2.2,5,45,14.1,12.01,2.09,7.91,4.78,3.13,0.37,0.19,0.18,1,,,,,,,,,,,,,,,,4.65,3.4
Lohrey_direct-seeded,1,131,839,12,2.6,1.2,2.2,1,5,50,6,5,1,2.39,1.83,0.55,0.11,0.08,0.03,1,,,,,,,,,,,,,,,,2.49,2.09
Lohrey_direct-seeded,1,131,839,13,1.2,0,1,0,5,55,0.9,0.67,0.23,0.38,0.27,0.12,0.02,0.01,0.01,1,,,,,,,,,,,,,,,,0.79,0.65
Lohrey_direct-seeded,1,131,840,1,5.8,5.4,4.5,4.1,1.5,0.5,10,8.22,1.78,6.82,4.66,2.16,0.26,0.15,0.11,1,,,,,,,,,,,,,,,,2.2,1.69
Lohrey_direct-seeded,1,131,840,2,5.4,4.8,4.1,3.9,2.5,2,15,12.27,2.73,10.02,6.85,3.18,0.36,0.22,0.14,1,,,,,,,,,,,,,,,,3.34,2.62
Lohrey_direct-seeded,1,131,840,3,4.8,4.1,3.9,3.6,5,4.5,25.5,22,3.5,15.93,12.02,3.91,0.54,0.38,0.16,1,,,,,,,,,,,,,,,,5.83,4.91
Lohrey_direct-seeded,1,131,840,4,4.1,3.7,3.6,3.3,6,9.5,21.1,18.62,2.48,14.7,10.73,3.98,0.5,0.39,0.11,1,,,,,,,,,,,,,,,,6.13,5.42
Lohrey_direct-seeded,1,131,840,5,3.7,3.4,3.3,3,4,15.5,17.4,15.49,1.91,7.5,5.81,1.68,0.28,0.22,0.06,1,,,,,,,,,,,,,,,,3.72,3.3
Lohrey_direct-seeded,1,131,840,6,3.4,3.1,3,2.7,5.5,19.5,15.2,13.34,1.86,7.7,6.89,0.82,0.32,0.24,0.07,1,,,,,,,,,,,,,,,,4.68,4.1
Lohrey_direct-seeded,1,131,840,7,3.1,2.5,2.7,2.2,4.5,25,10,8.82,1.18,5.15,4.37,0.79,0.19,0.15,0.05,1,,,,,,,,,,,,,,,,3.3,2.89
Lohrey_direct-seeded,1,131,840,8,2.5,1.8,2.2,1.6,5,29.5,7.7,6.76,0.94,3.2,2.74,0.46,0.13,0.1,0.03,1,,,,,,,,,,,,,,,,2.81,2.49
Lohrey_direct-seeded,1,131,840,9,1.8,1.3,1.6,1.1,5,34.5,4,3.45,0.55,1.68,1.48,0.2,0.07,0.05,0.02,1,,,,,,,,,,,,,,,,2.03,1.77
Lohrey_direct-seeded,1,131,840,10,1.3,0,1.1,0,6.5,39.5,1.7,1.38,0.32,0.67,0.54,0.13,0.03,0.02,0.01,1,,,,,,,,,,,,,,,,1.11,0.94
Lohrey_direct-seeded,1,131,841,1,12.4,9.8,9.2,7.9,1.5,0.5,40.4,34.46,5.94,29.12,19.99,9.12,1.02,0.6,0.42,1,,,,,,,,,,,,,,,,4.36,3.36
Lohrey_direct-seeded,1,131,841,2,9.8,8.4,7.9,7,2.5,2,57.3,49.76,7.54,33.23,25.75,7.47,1.14,0.76,0.38,1,,,,,,,,,,,,,,,,5.96,4.88
Lohrey_direct-seeded,1,131,841,3,8.4,8,7,6.7,5,4.5,83.2,73.88,9.32,50.99,41.6,9.39,1.83,1.28,0.55,1,,,,,,,,,,,,,,,,10.73,8.97
Lohrey_direct-seeded,1,131,841,4,8,7.1,6.7,6.3,5,9.5,76,68.83,7.17,46.69,39.12,7.57,1.56,1.15,0.41,1,,,,,,,,,,,,,,,,9.88,8.51
Lohrey_direct-seeded,1,131,841,5,7.1,6.5,6.3,6,5,14.5,69.8,63.16,6.64,37.48,33.15,4.34,1.26,1.03,0.23,1,,,,,,,,,,,,,,,,8.9,8.05
